approved_for_scrape,suggested_decision,decision_reason,barcode,name,brand,query,card_text,image_alt,image_url_raw
YES,YES,explicit_bar_type_with_multipack_size,16000548404,קראנצ'י חטיף שיבולת שועל עם דבש חמישייה,Nature Valley,Corny חטיף,"קראנצ'י חטיף שיבולת שועל עם דבש חמישייה
Nature Valley | 210 גרם
2 יח' ב- ‏18 ₪
‏14.90 ‏₪
‏7.10 ‏₪ / 100 גרם",קראנצ'י חטיף שיבולת שועל עם דבש חמישייה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548404_s1_1512-29-2024_06-37-26.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548404_s1_1512-29-2024_06-37-26.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548404_s1_1512-29-2024_06-37-26.jpg&w=384&q=75 2x"
YES,YES,explicit_bar_type_with_multipack_size,16000548503,קראנצ'י חטיף שיבולת שועל עם מייפל קנדי חמישייה,Nature Valley,Corny חטיף,"קראנצ'י חטיף שיבולת שועל עם מייפל קנדי חמישייה
Nature Valley | 210 גרם
2 יח' ב- ‏18 ₪
‏14.90 ‏₪
‏7.10 ‏₪ / 100 גרם",קראנצ'י חטיף שיבולת שועל עם מייפל קנדי חמישייה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548503_s1_1512-29-2024_06-31-32.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548503_s1_1512-29-2024_06-31-32.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548503_s1_1512-29-2024_06-31-32.jpg&w=384&q=75 2x"
YES,YES,explicit_bar_type_with_multipack_size,16000548909,קראנצ'י חטיף שיבולת שועל מיקס חמישייה,Nature Valley,Corny חטיף,"קראנצ'י חטיף שיבולת שועל מיקס חמישייה
Nature Valley | 210 גרם
2 יח' ב- ‏18 ₪
‏14.90 ‏₪
‏7.10 ‏₪ / 100 גרם",קראנצ'י חטיף שיבולת שועל מיקס חמישייה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548909_s1_1512-29-2024_06-29-56.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548909_s1_1512-29-2024_06-29-56.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F0%2F1%2F016000548909_s1_1512-29-2024_06-29-56.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,7.29012E+12,חטיפי פיטנס שיבולת שועל חמוציות 5*38 גרם,פיטנס,חטיף דגנים,"חטיפי פיטנס שיבולת שועל חמוציות 5*38 גרם
פיטנס | 38 גרם
‏15.90 ‏₪
‏41.84 ‏₪ / 100 גרם",חטיפי פיטנס שיבולת שועל חמוציות 5*38 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12615226_7290118427872.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12615226_7290118427872.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12615226_7290118427872.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,7.29012E+12,חטיפי פיטנס שיבולת שועל דבש 5*38 גרם,פיטנס,חטיף דגנים,"חטיפי פיטנס שיבולת שועל דבש 5*38 גרם
פיטנס | 38 גרם
‏15.90 ‏₪
‏41.84 ‏₪ / 100 גרם",חטיפי פיטנס שיבולת שועל דבש 5*38 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12615334_7290118247896.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12615334_7290118247896.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12615334_7290118247896.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.29011E+12,פיטנס חטיף מולטיגריין עשבי תיבול 25 גרם,פיטנס,חטיף דגנים,"פיטנס חטיף מולטיגריין עשבי תיבול 25 גרם
פיטנס | 25 גרם
3 יח' ב- ‏12 ₪
‏5.50 ‏₪
‏22.00 ‏₪ / 100 גרם",פיטנס חטיף מולטיגריין עשבי תיבול 25 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423960_7290112965684_1.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423960_7290112965684_1.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423960_7290112965684_1.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.29011E+12,פיטנס חטיף מולטיגריין מלח פלפל 25 גרם,פיטנס,חטיף דגנים,"פיטנס חטיף מולטיגריין מלח פלפל 25 גרם
פיטנס | 25 גרם
3 יח' ב- ‏12 ₪
‏5.50 ‏₪
‏22.00 ‏₪ / 100 גרם",פיטנס חטיף מולטיגריין מלח פלפל 25 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423938_7290112965660.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423938_7290112965660.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423938_7290112965660.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.42321E+12,מרבה סלים דליס שוקולד חלב,Slim Delice,חטיפי דגנים,"מרבה סלים דליס שוקולד חלב
סלים דליס | 120 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.83 ‏₪ / 100 גרם",מרבה סלים דליס שוקולד חלב,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207206488_h105-15-2023_13-16-30.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207206488_h105-15-2023_13-16-30.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207206488_h105-15-2023_13-16-30.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.42321E+12,מרבה סלים דליס שוקולד לבן חדש,Slim Delice,חטיפי דגנים,"מרבה סלים דליס שוקולד לבן חדש
סלים דליס | 120 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.83 ‏₪ / 100 גרם",מרבה סלים דליס שוקולד לבן חדש,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207207362_h105-15-2023_13-18-12.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207207362_h105-15-2023_13-18-12.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207207362_h105-15-2023_13-18-12.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.61304E+12,גרנולה פיטנס שוקולד 300 גרם,פיטנס,חטיפי דגנים,"גרנולה פיטנס שוקולד 300 גרם
פיטנס | 300 גרם
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏4.97 ‏₪ / 100 גרם",גרנולה פיטנס שוקולד 300 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12614196_7613035635845.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12614196_7613035635845.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12614196_7613035635845.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.42321E+12,מרבה סלים דליס שוקולד מריר חדש,Slim Delice,חטיפי דגנים,"מרבה סלים דליס שוקולד מריר חדש
סלים דליס | 120 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.83 ‏₪ / 100 גרם",מרבה סלים דליס שוקולד מריר חדש,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207206495_h105-15-2023_13-17-20.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207206495_h105-15-2023_13-17-20.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207206495_h105-15-2023_13-17-20.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.29011E+12,קוקומן חום לבן 375 גרם,קוקומן,חטיפי דגנים,"קוקומן חום לבן 375 גרם
קוקומן | 375 גרם
במבצע ‏19.90 ₪
‏21.90 ‏₪
‏5.84 ‏₪ / 100 גרם",קוקומן חום לבן 375 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290107647731_1.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290107647731_1.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290107647731_1.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.61304E+12,גרנולה פיטנס דבש 300 גרם,פיטנס,חטיפי דגנים,"גרנולה פיטנס דבש 300 גרם
פיטנס | 300 גרם
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏4.97 ‏₪ / 100 גרם",גרנולה פיטנס דבש 300 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12616119_7613035622623.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12616119_7613035622623.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12616119_7613035622623.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,7.29001E+12,מרבה סלים דליס קריספי תות 125 גר,Slim Delice,חטיפי דגנים,"מרבה סלים דליס קריספי תות 125 גר
סלים דליס | 125 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.40 ‏₪ / 100 גרם",מרבה סלים דליס קריספי תות 125 גר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014525290_h105-15-2023_13-31-14.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014525290_h105-15-2023_13-31-14.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014525290_h105-15-2023_13-31-14.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.42321E+12,מרבה סלים דליס שוקולד לבן בטעם יוגורט,Slim Delice,חטיפי דגנים,"מרבה סלים דליס שוקולד לבן בטעם יוגורט
סלים דליס | 120 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.83 ‏₪ / 100 גרם",מרבה סלים דליס שוקולד לבן בטעם יוגורט,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207210287_h105-15-2023_13-24-21.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207210287_h105-15-2023_13-24-21.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207210287_h105-15-2023_13-24-21.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.61303E+12,דגני פיטנס שוקולד 375 גרם,פיטנס,חטיפי דגנים,"דגני פיטנס שוקולד 375 גרם
פיטנס | 375 גרם
במבצע ‏17.90 ₪
‏20.90 ‏₪
‏5.57 ‏₪ / 100 גרם",דגני פיטנס שוקולד 375 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12420283_7613032045753.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12420283_7613032045753.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12420283_7613032045753.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.29011E+12,קוקומן כדורים 375 גר,קוקומן,חטיפי דגנים,"קוקומן כדורים 375 גר
קוקומן | 375 גרם
במבצע ‏19.90 ₪
‏21.90 ‏₪
‏5.84 ‏₪ / 100 גרם",קוקומן כדורים 375 גר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290112495037_1.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290112495037_1.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290112495037_1.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.41008E+12,נייצ'ר וואלי צ'ואי שוקולד מריר בוטנים ושקדים חמישייה,Nature Valley,חטיפי דגנים,"נייצ'ר וואלי צ'ואי שוקולד מריר בוטנים ושקדים חמישייה
Nature Valley | 210 גרם
2 יח' ב- ‏18 ₪
‏14.90 ‏₪
‏7.10 ‏₪ / 100 גרם",נייצ'ר וואלי צ'ואי שוקולד מריר בוטנים ושקדים חמישייה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610508_s1_1503-02-2023_08-23-21.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610508_s1_1503-02-2023_08-23-21.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610508_s1_1503-02-2023_08-23-21.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.42321E+12,מרבה סלים דליס מהדורה מיוחדת שוקולד חלב,Slim Delice,חטיפי דגנים,"מרבה סלים דליס מהדורה מיוחדת שוקולד חלב
סלים דליס | 120 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.83 ‏₪ / 100 גרם",מרבה סלים דליס מהדורה מיוחדת שוקולד חלב,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207209885_h105-15-2023_13-23-35.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207209885_h105-15-2023_13-23-35.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8423207209885_h105-15-2023_13-23-35.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,7.29001E+12,מרבה סלים דליס קריספי אוכמניות 125 גר,Slim Delice,חטיפי דגנים,"מרבה סלים דליס קריספי אוכמניות 125 גר
סלים דליס | 125 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.40 ‏₪ / 100 גרם",מרבה סלים דליס קריספי אוכמניות 125 גר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014525306_s105-31-2020_13-54-07.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014525306_s105-31-2020_13-54-07.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014525306_s105-31-2020_13-54-07.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.41008E+12,נייצר וואלי פרוטאין בוטנים ושבבי שוקולד רביעייה,Nature Valley,חטיפי דגנים,"נייצר וואלי פרוטאין בוטנים ושבבי שוקולד רביעייה
Nature Valley | 160 גרם
במבצע ‏19.90 ₪
‏23.90 ‏₪
‏14.94 ‏₪ / 100 גרם",נייצר וואלי פרוטאין בוטנים ושבבי שוקולד רביעייה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610379_s1_15_gs102-19-2024_08-41-10.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610379_s1_15_gs102-19-2024_08-41-10.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610379_s1_15_gs102-19-2024_08-41-10.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,7.61304E+12,פיטנס סופר גרנולה חמוציות 300גרם,פיטנס,חטיפי דגנים,"פיטנס סופר גרנולה חמוציות 300גרם
פיטנס | 300 גרם
2 יח' ב- ‏24 ₪
‏14.90 ‏₪
‏4.97 ‏₪ / 100 גרם",פיטנס סופר גרנולה חמוציות 300גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12616181_7613035758834.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12616181_7613035758834.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12616181_7613035758834.jpg&w=384&q=75 2x"
YES,REVIEW,possible_target_needs_manual_review,8.41008E+12,נייצ'ר וואלי צ'ואי בוטנים קלויים חמישייה,Nature Valley,חטיפי דגנים,"נייצ'ר וואלי צ'ואי בוטנים קלויים חמישייה
Nature Valley | 210 גרם
2 יח' ב- ‏18 ₪
‏14.90 ‏₪
‏7.10 ‏₪ / 100 גרם",נייצ'ר וואלי צ'ואי בוטנים קלויים חמישייה,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610492_s1_1503-02-2023_08-12-50.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610492_s1_1503-02-2023_08-12-50.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F4%2F8410076610492_s1_1503-02-2023_08-12-50.jpg&w=384&q=75 2x"
NO,REVIEW,possible_target_needs_manual_review,3.38739E+12,פיטנס פירות 375 גרם,פיטנס,חטיפי דגנים,"פיטנס פירות 375 גרם
פיטנס | 375 גרם
במבצע ‏17.90 ₪
‏20.90 ‏₪
‏5.57 ‏₪ / 100 גרם",פיטנס פירות 375 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12412830_3387390320244.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12412830_3387390320244.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12412830_3387390320244.jpg&w=384&q=75 2x"
