approved_for_scrape,suggested_decision,decision_reason,barcode,name,brand,query,card_text,image_alt,image_url_raw
NO,REJECT,not_target_product_type,3.38739E+12,דגני קראנץ 500 גרם,,חטיפי דגנים,"דגני קראנץ 500 גרם
קראנץ | 500 גרם
2 יח' ב- ‏36 ₪
‏21.90 ‏₪
‏4.38 ‏₪ / 100 גרם",דגני קראנץ 500 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12412655_3387390525960.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12412655_3387390525960.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12412655_3387390525960.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קורנפלקס,7.61303E+12,דגני פיטנס שוקולד מריר 375 גרם,פיטנס,חטיפי דגנים,"דגני פיטנס שוקולד מריר 375 גרם
פיטנס | 375 גרם
במבצע ‏17.90 ₪
‏20.90 ‏₪
‏5.57 ‏₪ / 100 גרם
מרבה סלים טופינג אגוזי לוז
סלים דליס | 90 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏14.44 ‏₪ / 100 גרם
צ'יריוס שיבולת שועל 500 גרם
ציריוס | 500 גרם
2 יח' ב- ‏36 ₪
‏21.90 ‏₪
‏4.38 ‏₪ / 100 גרם
מארז קורנפלקס של אלופים תלמה 5*30 גרם
תלמה | 150 גרם
‏13.90 ‏₪
‏9.27 ‏₪ / 100 גרם
מרבה סלים דליס שוקולד חלב ללא גלוטן חדש
סלים דליס | 120 גרם
2 יח' ב- ‏25 ₪
‏13.00 ‏₪
‏10.83 ‏₪ / 100 גרם",דגני פיטנס שוקולד מריר 375 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12466682_7613033548192.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12466682_7613033548192.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12466682_7613033548192.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:דגני בוקר,,דגני בוקר האני בנצ'ס שיבולת שועל בדבש עם שקדים 340 גרם,,חטיפי דגנים,"דגני בוקר האני בנצ'ס שיבולת שועל בדבש עם שקדים 340 גרם
פוסט | 340 גרם
‏17.90 ‏₪
‏23.90 ‏₪
‏5.26 ‏₪ / 100 גרם",דגני בוקר האני בנצ'ס שיבולת שועל בדבש עם שקדים 340 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F8%2F884912359162_s1_1502-08-2022_22-00-23.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F8%2F884912359162_s1_1502-08-2022_22-00-23.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F8%2F884912359162_s1_1502-08-2022_22-00-23.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קורנפלקס,5.90002E+12,פיטנס קורנפלקס 500 גרם,פיטנס,חטיפי דגנים,"פיטנס קורנפלקס 500 גרם
פיטנס | 500 גרם
‏13.90 ‏₪
‏2.78 ‏₪ / 100 גרם",פיטנס קורנפלקס 500 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12526263_5900020041142.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12526263_5900020041142.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12526263_5900020041142.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,7.61304E+12,דגני קראנץ שוקולד מופחת סוכר 410 גרם,,חטיפי דגנים,"דגני קראנץ שוקולד מופחת סוכר 410 גרם
קראנץ | 410 גרם
2 יח' ב- ‏36 ₪
‏21.90 ‏₪
‏5.34 ‏₪ / 100 גרם",דגני קראנץ שוקולד מופחת סוכר 410 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423859_7613038451954.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423859_7613038451954.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12423859_7613038451954.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:כריות,7.29012E+12,כריות במילוי קרם בטעם שוקולד פאדג 348 גרם,,חטיפי דגנים,"כריות במילוי קרם בטעם שוקולד פאדג 348 גרם
תלמה | 348 גרם
2 יח' ב- ‏35 ₪
‏19.90 ‏₪
‏5.72 ‏₪ / 100 גרם",כריות במילוי קרם בטעם שוקולד פאדג  348 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011653795511-13-2025_06-17-45.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011653795511-13-2025_06-17-45.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729011653795511-13-2025_06-17-45.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,5.90002E+12,דגני קראנץ טריפל 375 גרם.,,חטיפי דגנים,"דגני קראנץ טריפל 375 גרם.
קראנץ | 375 גרם
2 יח' ב- ‏36 ₪
‏21.90 ‏₪
‏5.84 ‏₪ / 100 גרם",דגני קראנץ טריפל 375 גרם.,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12627043_5900020047915.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12627043_5900020047915.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12627043_5900020047915.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קוואקר,7.29E+12,קואקר שקית 500 גרם,,חטיפי דגנים,"קואקר שקית 500 גרם
קוואקר אואטס | 500 גרם
‏12.90 ‏₪
‏2.58 ‏₪ / 100 גרם",קואקר שקית 500 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F3%2F332822_7290000480442.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F3%2F332822_7290000480442.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F3%2F3%2F332822_7290000480442.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,7.29011E+12,גרנולה מייפל פקאן 450 גרם,,חטיפי דגנים,"גרנולה מייפל פקאן 450 גרם
שקד תבור | 450 גרם
‏19.90 ‏₪
‏23.90 ‏₪
‏4.42 ‏₪ / 100 גרם",גרנולה מייפל פקאן 450 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290106771161_s1_1512-15-2024_18-11-06.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290106771161_s1_1512-15-2024_18-11-06.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290106771161_s1_1512-15-2024_18-11-06.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,5.90002E+12,דגני קראנץ בראוני 410 גרם,,חטיפי דגנים,"דגני קראנץ בראוני 410 גרם
קראנץ | 410 גרם
2 יח' ב- ‏36 ₪
‏21.90 ‏₪
‏5.34 ‏₪ / 100 גרם",דגני קראנץ בראוני 410 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12568830_5900020043436.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12568830_5900020043436.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12568830_5900020043436.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:מיזלי,7.29001E+12,"מיזלי פירות 1 ק""ג שקדיה",,חטיפי דגנים,"מיזלי פירות 1 ק""ג שקדיה
שקדיה | 850 גרם
‏19.90 ‏₪
‏21.90 ‏₪
‏2.34 ‏₪ / 100 גרם","מיזלי פירות 1 ק""ג שקדיה","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014471429_s1_1511-20-2024_07-33-16.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014471429_s1_1511-20-2024_07-33-16.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014471429_s1_1511-20-2024_07-33-16.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,7.29002E+12,גרנולה פינוקים קשיו חמוציות 300 גרם,,חטיפי דגנים,"גרנולה פינוקים קשיו חמוציות 300 גרם
רפאל'ס | 300 גרם
2 יח' ב- ‏25 ₪
‏13.90 ‏₪
‏4.63 ‏₪ / 100 גרם",גרנולה פינוקים קשיו חמוציות 300 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729001964447701-29-2024_11-42-21.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729001964447701-29-2024_11-42-21.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F729001964447701-29-2024_11-42-21.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,,דגני פרוטי פבלס פוסט 311 גרם,,חטיפי דגנים,"דגני פרוטי פבלס פוסט 311 גרם
פוסט | 311 גרם
‏22.90 ‏₪
‏7.36 ‏₪ / 100 גרם",דגני פרוטי פבלס פוסט 311 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F8%2F884912129710_s1_1512-18-2019_23-00-02.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F8%2F884912129710_s1_1512-18-2019_23-00-02.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F8%2F8%2F884912129710_s1_1512-18-2019_23-00-02.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,7.29002E+12,גרנולה חלבה ושוקולד 500 גרם,,חטיפי דגנים,"גרנולה חלבה ושוקולד 500 גרם
פנינה רוזנבלום | 500 גרם
‏26.10 ‏₪
‏5.22 ‏₪ / 100 גרם",גרנולה חלבה ושוקולד 500 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290017296142_s1_1505-27-2020_23-00-10.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290017296142_s1_1505-27-2020_23-00-10.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290017296142_s1_1505-27-2020_23-00-10.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:גרנולה 500,7.29001E+12,גרנולה 500 גרם,,חטיפי דגנים,"גרנולה 500 גרם
deliches | 500 גרם
‏12.90 ‏₪
‏2.58 ‏₪ / 100 גרם",גרנולה 500 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011502874_s1_1507-22-2025_13-51-48.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011502874_s1_1507-22-2025_13-51-48.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011502874_s1_1507-22-2025_13-51-48.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:דגני בוקר,7.61304E+12,נסטלה מיקס מיני אריזות דגני בוקר,,חטיפי דגנים,"נסטלה מיקס מיני אריזות דגני בוקר
נסטלה | 204 גרם
‏18.90 ‏₪
‏9.26 ‏₪ / 100 גרם",נסטלה מיקס מיני אריזות דגני בוקר,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12620229_7613037276091.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12620229_7613037276091.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F1%2F2%2F12620229_7613037276091.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:גרנולה 500,7.29001E+12,גרנולה 500 גרם,,חטיפי דגנים,"גרנולה 500 גרם
deliches | 500 גרם
‏12.90 ‏₪
‏2.58 ‏₪ / 100 גרם",גרנולה 500 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011502850_s1_1507-22-2025_12-13-29.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011502850_s1_1507-22-2025_12-13-29.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011502850_s1_1507-22-2025_12-13-29.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קורנפלקס,,"קורנפלקס דבש כשל""פ 300 גרם",,חטיפי דגנים,"קורנפלקס דבש כשל""פ 300 גרם
תלמה | 300 גרם
‏14.90 ‏₪
‏4.97 ‏₪ / 100 גרם","קורנפלקס דבש כשל""פ 300 גרם","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2Ff%2F0%2Ff05fcb8f7340d7fcc253b8eb921ee1b0729c8d92e509c9a5959e18cadc84cb44.jpeg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2Ff%2F0%2Ff05fcb8f7340d7fcc253b8eb921ee1b0729c8d92e509c9a5959e18cadc84cb44.jpeg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2Ff%2F0%2Ff05fcb8f7340d7fcc253b8eb921ee1b0729c8d92e509c9a5959e18cadc84cb44.jpeg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,7.29001E+12,גרנולה בריא מהטבע בטעם עשיר 500 גרם,,חטיפי דגנים,"גרנולה בריא מהטבע בטעם עשיר 500 גרם
פנינה רוזנבלום | 500 גרם
‏25.90 ‏₪
‏5.18 ‏₪ / 100 גרם",גרנולה בריא מהטבע בטעם עשיר 500 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011668587_s1_1505-27-2020_23-00-49.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011668587_s1_1505-27-2020_23-00-49.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290011668587_s1_1505-27-2020_23-00-49.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:מיזלי,7.29001E+12,"מיזלי בוטנים ואגוזים 1 ק""ג שקדיה",,חטיפי דגנים,"מיזלי בוטנים ואגוזים 1 ק""ג שקדיה
שקדיה | 850 גרם
‏19.90 ‏₪
‏21.90 ‏₪
‏2.34 ‏₪ / 100 גרם","מיזלי בוטנים ואגוזים 1 ק""ג שקדיה","https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014471412_s1_1511-20-2024_07-19-40.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014471412_s1_1511-20-2024_07-19-40.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290014471412_s1_1511-20-2024_07-19-40.jpg&w=384&q=75 2x"
NO,REJECT,not_target_product_type,7.29011E+12,גרנולה אגוזים חמוציות במתיקות מעודנת 450 גרם,,חטיפי דגנים,"גרנולה אגוזים חמוציות במתיקות מעודנת 450 גרם
שקד תבור | 450 גרם
‏19.90 ‏₪
‏23.90 ‏₪
‏4.42 ‏₪ / 100 גרם",גרנולה אגוזים חמוציות במתיקות מעודנת 450 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290106771314_s1_1512-15-2024_18-10-37.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290106771314_s1_1512-15-2024_18-10-37.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F7%2F2%2F7290106771314_s1_1512-15-2024_18-10-37.jpg&w=384&q=75 2x"
NO,REJECT,hard_exclude:קרקר,7.29011E+12,עוגיות דגנים מלאים עם נטיפי שוקולד פיטנס 180 גרם,פיטנס,חטיפי דגנים,"עוגיות דגנים מלאים עם נטיפי שוקולד פיטנס 180 גרם
פיטנס | 180 גרם
‏12.90 ‏₪
‏7.17 ‏₪ / 100 גרם
לחמית חמישה דגנים
לחמית | 190 גרם
2 יח' ב- ‏16 ₪
‏8.90 ‏₪
‏4.68 ‏₪ / 100 גרם
קורנפלקס ללא גלוטן
תלמה | 500 גרם
‏17.90 ‏₪
‏3.58 ‏₪ / 100 גרם
פיטנס קרקר דק רוזמרין 40 גרם
פיטנס | 140 גרם
2 יח' ב- ‏14 ₪
‏11.90 ‏₪
‏8.50 ‏₪ / 100 גרם
פיטנס חטיף מולטיגריין עשבי תיבול 25 גרם
פיטנס | 25 גרם
3 יח' ב- ‏12 ₪
‏5.50 ‏₪
‏22.00 ‏₪ / 100 גרם",עוגיות דגנים מלאים עם נטיפי שוקולד פיטנס 180 גרם,"https://yochananof.co.il/_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F9%2F6928372_7290106571907.jpg&w=256&q=75 /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F9%2F6928372_7290106571907.jpg&w=256&q=75 1x, /_next/image?url=https%3A%2F%2Fapi.yochananof.co.il%2Fmedia%2Fcatalog%2Fproduct%2Fcache%2F7d40ab1d2c85da43a7701c1338d70a16%2F6%2F9%2F6928372_7290106571907.jpg&w=384&q=75 2x"
